IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP6;IP_PROP12;IP_PROP5;IC_GROUP0;IC_GROUP1;IC_GROUP2
84;КУБОК КОНФЕДЕРАЦИЙ FIFA 2017;84;Y;;;/upload/iblock/98c/98c328b0954dec63ea4e9dead6b24f64.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» Обеспечило техническое сопровождение оргтехникой и оборудованием Кубок Конфедераций FIFA 2017.<br></p>;html;;"<p>С 17 июня по 2 июля прошел восьмой по счету футбольный турнир среди национальных сборных – Кубок Конфедераций 2017.
«Ин-Про» обеспечило техническое сопровождение турнира оргтехникой и видеопроекционным оборудованием в четырех городах России – Санкт-Петербурге, Москве, Казани и Сочи.
Стадионы « Санкт-Петербург», «Открытие Арена», «Казань Арена» и «Фишт» были оснащены современным мультимедийным и репографическим оборудованием, что позволило на самом высоком уровне провести все мероприятия в рамках Кубка Конфедераций, а также организовать работу его гостей и участников.
<p>Помимо стадионов, компанией были оснащены аккредитационные и билетные центры, штаб-квартира FIFA, отели, принимавшие команды-участницы, транспортные узлы и другие объекты, задействованные во время соревнований.<br>
Работа специалистов ООО «Ин-Про» на жеребьевке Кубка в Казани и на самом турнире была высоко оценена Заказчиком, после завершения всех мероприятий от АНО «Организационный комитет – 2018» было получено благодарственное письмо, подтверждающее вклад «Ин-Про» в организацию и проведение Кубка Конфедераций 2017 в России.</p>";html;;130;;;11;/upload/iblock/5f4/5f446e0d07ac92254489c5a82333d6c1.jpg;;;
84;КУБОК КОНФЕДЕРАЦИЙ FIFA 2017;84;Y;;;/upload/iblock/98c/98c328b0954dec63ea4e9dead6b24f64.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» Обеспечило техническое сопровождение оргтехникой и оборудованием Кубок Конфедераций FIFA 2017.<br></p>;html;;"<p>С 17 июня по 2 июля прошел восьмой по счету футбольный турнир среди национальных сборных – Кубок Конфедераций 2017.
«Ин-Про» обеспечило техническое сопровождение турнира оргтехникой и видеопроекционным оборудованием в четырех городах России – Санкт-Петербурге, Москве, Казани и Сочи.
Стадионы « Санкт-Петербург», «Открытие Арена», «Казань Арена» и «Фишт» были оснащены современным мультимедийным и репографическим оборудованием, что позволило на самом высоком уровне провести все мероприятия в рамках Кубка Конфедераций, а также организовать работу его гостей и участников.
<p>Помимо стадионов, компанией были оснащены аккредитационные и билетные центры, штаб-квартира FIFA, отели, принимавшие команды-участницы, транспортные узлы и другие объекты, задействованные во время соревнований.<br>
Работа специалистов ООО «Ин-Про» на жеребьевке Кубка в Казани и на самом турнире была высоко оценена Заказчиком, после завершения всех мероприятий от АНО «Организационный комитет – 2018» было получено благодарственное письмо, подтверждающее вклад «Ин-Про» в организацию и проведение Кубка Конфедераций 2017 в России.</p>";html;;130;;;12;/upload/iblock/5f4/5f446e0d07ac92254489c5a82333d6c1.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;11;/upload/iblock/43e/43efd2caa21a4b93b9a01ef1f32500c5.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;11;/upload/iblock/f43/f43e187129d007a1f999ee5eb404b91c.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;11;/upload/iblock/fc1/fc1d9c9ae021b7bc295e8ab321ec2d3a.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;11;/upload/iblock/8fd/8fd7dd197912fd1bb236f0a6e4ee7043.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;11;/upload/iblock/80b/80b61acc86c60c02f15486541eac2701.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;11;/upload/iblock/9a0/9a0f2020e54f4b85bb0eb971caa4fd74.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;12;/upload/iblock/43e/43efd2caa21a4b93b9a01ef1f32500c5.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;12;/upload/iblock/f43/f43e187129d007a1f999ee5eb404b91c.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;12;/upload/iblock/fc1/fc1d9c9ae021b7bc295e8ab321ec2d3a.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;12;/upload/iblock/8fd/8fd7dd197912fd1bb236f0a6e4ee7043.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;12;/upload/iblock/80b/80b61acc86c60c02f15486541eac2701.jpg;;;
85;ЖЕРЕБЬЕВКА КУБКА КОНФЕДЕРАЦИЙ 2017 В КАЗАНИ;85;Y;;;/upload/iblock/030/030b3d876e66efe32619d8e22c2fdef6.jpg;<p><strong>Заказчик: </strong>АНО «Оргкомитет «Россия-2018»</p><p><br></p><p>ООО «Ин-Про» обеспечило техническое сопровождение оргтехникой и оборудованием Жеребьевку Кубка Конфедераций FIFA 2017 в Казани.<br></p>;html;;"<p>25-26 ноября в Казани состоялся ряд официальных мероприятий, предваряющих большой футбольный праздник – Кубок Конфедераций FIFA 2017, который пройдет в России в 2017 году. 
«Ин-Про» приняло участие в их организации, обеспечив техническую поддержку Заседания Организационного комитета, семинара национальных сборных команд России, Германии, Австралии, Чили, Мексики, Новой Зеландии и Португалии, пресс-брифинга с участием представителей FIFA, а также торжественной церемонии Официальной Жеребьевки Кубка Конфедераций, которая прошла 26 ноября на территории Учебно-спортивного комплекса «Казанская Академия тенниса». На мероприятии определилось не только полное расписание турнира, но и состоялось красочное шоу, в котором приняли участие спортивные функционеры, представители стран-участниц, спортивные и мировые звезды.
В рамках проекта было обеспечено комплексное техническое сопровождение мероприятий оборудованием и оргтехникой, предоставленной «Ин-Про», техническое обслуживание собственной техники Заказчика, а также техническая поддержка пользователей.</p>";html;;140;;;12;/upload/iblock/9a0/9a0f2020e54f4b85bb0eb971caa4fd74.jpg;;;
86;ТУЛЬСКОЕ СУВОРОВСКОЕ УЧИЛИЩЕ;86;Y;;;/upload/iblock/dd9/dd93ed99b393e460dfcd4432f6fef860.jpg;"<p><strong>Заказчик: </strong>АО ""Оборонстройпроект""</p><p><br></p><p><strong>170 000 м² — Площадь объекта</strong><br></p><p><strong><br></strong></p><p>Компания «Ин-Про» оснастила мультимедийным оборудованием новое Суворовское военное училище в Туле.<br></p>";html;;<p>В июле 2016 года ООО «Ин-Про» заключило ряд контрактов на комплексные поставки оборудования для нужд Тульского Суворовского Училища (СВУ), еще одного социально-значимого объекта Министерства обороны. Это не первый опыт работы специалистов компании с военными строителями «ГУОВ» и «Оборонстроем». За последние несколько лет аналогичные проекты были реализованы для военных училищ в Севастополе, Кызыле, Перми, Санкт-Петербурге, Москве, Твери, Краснодаре и Ставрополе.</p><p>Новое Тульское СВУ расположено за городской чертой, недалеко от берега реки Упа, по проекту общая площадь территории - 17 гектаров. Для кадетов построено трехэтажное главное учебно-административное здание, два четырехэтажных спальных корпуса, трёхэтажная столовая, медпункт, два КПП, площадь для торжественных построений и отдельный плац на 620 человек, спортивный комплекс с бассейном и ледовым катком, газовая котельная для автономного обеспечения училища и очистные сооружения.</p><p>В рамках проекта «Ин-Про» полностью оснастило военное учебное заведение образовательным оборудованием: ноутбуками, компьютерами, интерактивными досками. Кроме того, для суворовцев была построена профессиональная экологически безопасная типография и кабинет видео-конференц-связи. Специалисты компании оборудовали для кадетов многофункциональную телевизионную студию с профессиональной техникой для видео и фото съемок, записи, монтажа и озвучки видеосюжетов и фильмов, передач и радиопрограмм.</p><p>Для обеспечения высокого технологического уровня проведения учебно-воспитательного процесса специалисты «Ин-Про» внедрили в училище систему дистанционного обучения.</p>;html;;190;;/upload/iblock/992/9928f6f2fa9d821a27c7930b41999165.jpg;12;;;;
87;КАДЕТСКАЯ СПОРТИВНАЯ ШКОЛА ДЛЯ ОДАРЕННЫХ ДЕТЕЙ ПРИ ВОЕННОМ ИНСТИТУТЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ В САНКТ-ПЕТЕРБУРГЕ;87;Y;;;/upload/iblock/502/502fbec33adc2c4646244b38b1562233.jpg;"<p><strong></strong><strong>Заказчик:</strong> ООО ""Оборонстройпроект СПб""</p><p><br></p><p>В рамках реализации проекта компания «Ин-Про» осуществила поставку компьютерной, мультимедийной и бытовой техники для нужд Школы.</p>";html;;<p>Все учебные классы были оборудованы сенсорными интерактивными досками, компьютерами, ноутбуками для учащихся.</p><p>Установлено телевизионное оборудование в комнаты досуга, учебные классы и кабинеты.</p><p>В банно-прачечном комплексе и комнатах бытового обслуживания установлены стиральные машины и гладильные прессы.</p>;html;;240;;;12;/upload/iblock/3bc/3bcb16eae9636621aad59cbf92aac75f.jpg;;;
87;КАДЕТСКАЯ СПОРТИВНАЯ ШКОЛА ДЛЯ ОДАРЕННЫХ ДЕТЕЙ ПРИ ВОЕННОМ ИНСТИТУТЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ В САНКТ-ПЕТЕРБУРГЕ;87;Y;;;/upload/iblock/502/502fbec33adc2c4646244b38b1562233.jpg;"<p><strong></strong><strong>Заказчик:</strong> ООО ""Оборонстройпроект СПб""</p><p><br></p><p>В рамках реализации проекта компания «Ин-Про» осуществила поставку компьютерной, мультимедийной и бытовой техники для нужд Школы.</p>";html;;<p>Все учебные классы были оборудованы сенсорными интерактивными досками, компьютерами, ноутбуками для учащихся.</p><p>Установлено телевизионное оборудование в комнаты досуга, учебные классы и кабинеты.</p><p>В банно-прачечном комплексе и комнатах бытового обслуживания установлены стиральные машины и гладильные прессы.</p>;html;;240;;;12;/upload/iblock/7b1/7b12d41d25926939ba10be46adb1b807.jpg;;;
88;СЪЕМОЧНЫЙ ПАВИЛЬОН ТРК ЗВЕЗДА;88;Y;;;/upload/iblock/408/408cb78b7b33acab3b89bf2675fb3d54.jpg;"<p><strong>Заказчик:</strong> ООО ""Оборонстройпроект""</p><p><br></p><p><strong>2 500 м² — Площадь объекта</strong><br></p><p><br></p><p>Специалисты ""Ин-Про"" приняли участие в реконструкции старых ангарных помещений и их адаптации под нужды съемочного процесса для ТРК «Звезда», которые проводились в рамках расширения сферы деятельности <span></span>теле-радио компании.</p>";html;;"<p>В самые сжатые сроки был выполнен комплекс работ по проектированию всей электрической и слаботочной инфраструктуры объекта, совершена поставка оборудования и выполнен монтаж с последующей сдачей в эксплуатацию.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Проектирование слаботочных и электрических систем съемочного павильона и примыкающего административного здания</li><li>Выполнение электротехнических работ по обеспечению электропитание строительства павильона, съемочного процесса, здания в целом</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Внедрение всего комплекса слаботочных систем</li></ul>
              </div>
          </div>
      </div>";html;;310;;;9;/upload/iblock/841/84154e063e9dcc9370031f5c066ee687.jpg;;;
88;СЪЕМОЧНЫЙ ПАВИЛЬОН ТРК ЗВЕЗДА;88;Y;;;/upload/iblock/408/408cb78b7b33acab3b89bf2675fb3d54.jpg;"<p><strong>Заказчик:</strong> ООО ""Оборонстройпроект""</p><p><br></p><p><strong>2 500 м² — Площадь объекта</strong><br></p><p><br></p><p>Специалисты ""Ин-Про"" приняли участие в реконструкции старых ангарных помещений и их адаптации под нужды съемочного процесса для ТРК «Звезда», которые проводились в рамках расширения сферы деятельности <span></span>теле-радио компании.</p>";html;;"<p>В самые сжатые сроки был выполнен комплекс работ по проектированию всей электрической и слаботочной инфраструктуры объекта, совершена поставка оборудования и выполнен монтаж с последующей сдачей в эксплуатацию.</p>
<div class=""more-project-tasks"" style=""display: block;"">
          <div class=""more-project-tasks-header"">Решенные задачи</div>
          <div class=""more-project-tasks-wrapper"">
              <div class=""more-project-tasks-left"">
                  <ul class=""more-project-tasks-list""><li>Проектирование слаботочных и электрических систем съемочного павильона и примыкающего административного здания</li><li>Выполнение электротехнических работ по обеспечению электропитание строительства павильона, съемочного процесса, здания в целом</li></ul>
              </div>
              <div class=""more-project-tasks-right"">
                  <ul class=""more-project-tasks-list""><li>Внедрение всего комплекса слаботочных систем</li></ul>
              </div>
          </div>
      </div>";html;;310;;;9;/upload/iblock/e9a/e9a2f5127d26bdbce8f01a32ae830d23.jpg;;;
